"","sci_name","presence","origin","seasonal","compiler","yrcompiled","citation","dec_lat","dec_long","spatialref","subspecies","subpop","data_sens","sens_comm","event_year","source","basisOfRecord","catalogNumber","recordedBy","recordNumber","dist_comm","tax_comm"
"148","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-2.166667,30.533333,"WGS84",NA,NA,NA,NA,1958,"http://www.botanicalcollections.be/specimen/BR0000008568212","PRESERVED_SPECIMEN","BR0000008568212","Troupin G.","BR",NA,NA
"149","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-1.433333,30.266667,"WGS84",NA,NA,NA,NA,1958,"http://www.botanicalcollections.be/specimen/BR0000008568540","PRESERVED_SPECIMEN","BR0000008568540","Troupin G.","BR",NA,NA
"150","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-1.433333,30.266667,"WGS84",NA,NA,NA,NA,1958,"http://www.botanicalcollections.be/specimen/BR0000008568335","PRESERVED_SPECIMEN","BR0000008568335","Troupin G.","BR",NA,NA
"151","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-2.483333,29.766667,"WGS84",NA,NA,NA,NA,1958,"http://www.botanicalcollections.be/specimen/BR0000008568519","PRESERVED_SPECIMEN","BR0000008568519","Michel G.","BR",NA,NA
"152","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-2.483333,29.766667,"WGS84",NA,NA,NA,NA,1958,"https://data.biodiversitydata.nl/naturalis/specimen/WAG.1280680","PRESERVED_SPECIMEN","WAG.1280680","Michel G","Botany",NA,NA
"153","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-1.283333,30.366667,"WGS84",NA,NA,NA,NA,1958,"http://www.botanicalcollections.be/specimen/BR0000008568991","PRESERVED_SPECIMEN","BR0000008568991","Troupin G.","BR",NA,NA
"154","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-2.483333,29.766667,"WGS84",NA,NA,NA,NA,1958,"http://www.botanicalcollections.be/specimen/BR0000008568182","PRESERVED_SPECIMEN","BR0000008568182","Michel G.","BR",NA,NA
"155","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-1.283333,30.366667,"WGS84",NA,NA,NA,NA,1958,"http://www.botanicalcollections.be/specimen/BR0000008568366","PRESERVED_SPECIMEN","BR0000008568366","Troupin G.","BR",NA,NA
"156","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-2.533333,28.75,"WGS84",NA,NA,NA,NA,1957,"http://www.botanicalcollections.be/specimen/BR0000008567482","PRESERVED_SPECIMEN","BR0000008567482","Gutzwiller R.","BR",NA,NA
"157","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-1.433333,30.266667,"WGS84",NA,NA,NA,NA,1957,"http://www.botanicalcollections.be/specimen/BR0000008568854","PRESERVED_SPECIMEN","BR0000008568854","Troupin G.","BR",NA,NA
"158","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-1.05,30.45,"WGS84",NA,NA,NA,NA,1957,"http://www.botanicalcollections.be/specimen/BR0000008561510","PRESERVED_SPECIMEN","BR0000008561510","Troupin G.","BR",NA,NA
"159","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-4.789868,38.295256,"WGS84",NA,NA,NA,NA,1957,"TanBIF:TAFORI-LSRC:ACANTH:SHA:1098","PRESERVED_SPECIMEN","ACANTH:SHA:1098","Shabani","ACANTHACEAE",NA,NA
"160","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-1.433333,30.266667,"WGS84",NA,NA,NA,NA,1957,"http://www.botanicalcollections.be/specimen/BR0000008568496","PRESERVED_SPECIMEN","BR0000008568496","Troupin G.","BR",NA,NA
"161","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-1.433333,30.533333,"WGS84",NA,NA,NA,NA,1957,"http://www.botanicalcollections.be/specimen/BR0000008568823","PRESERVED_SPECIMEN","BR0000008568823","Troupin G.","BR",NA,NA
"162","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-2.483333,28.85,"WGS84",NA,NA,NA,NA,1956,"http://www.botanicalcollections.be/specimen/BR0000008567819","PRESERVED_SPECIMEN","BR0000008567819","Gutzwiller R.","BR",NA,NA
"163","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-2.333333,30.233333,"WGS84",NA,NA,NA,NA,1954,"http://www.botanicalcollections.be/specimen/BR0000008568816","PRESERVED_SPECIMEN","BR0000008568816","Liben L.","BR",NA,NA
"164","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,0.316667,29.75,"WGS84",NA,NA,NA,NA,1954,"http://www.botanicalcollections.be/specimen/BR0000008569134","PRESERVED_SPECIMEN","BR0000008569134","de Witte G.F.","BR",NA,NA
"165","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-4.8761,38.366087,"WGS84",NA,NA,NA,NA,1954,"TanBIF:TAFORI-LSRC:ACANTH:CSC:340","PRESERVED_SPECIMEN","ACANTH:CSC:340","Christina Schlage","ACANTHACEAE",NA,NA
"166","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-1.05,30.45,"WGS84",NA,NA,NA,NA,1954,"http://www.botanicalcollections.be/specimen/BR0000008568311","PRESERVED_SPECIMEN","BR0000008568311","Christiaensen A.R.","BR",NA,NA
"167","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-11.616667,27.533333,"WGS84",NA,NA,NA,NA,1952,"http://www.botanicalcollections.be/specimen/BR0000005970452","PRESERVED_SPECIMEN","BR0000005970452","Schmitz A.","BR",NA,NA
"168","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-2.466667,32.883333,"WGS84",NA,NA,NA,NA,1952,"https://data.biodiversitydata.nl/naturalis/specimen/WAG.1280684","PRESERVED_SPECIMEN","WAG.1280684","Tanner RES","Botany",NA,NA
"169","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-2.816667,28.833333,"WGS84",NA,NA,NA,NA,1952,"http://www.botanicalcollections.be/specimen/BR0000008567796","PRESERVED_SPECIMEN","BR0000008567796","Laurent J.F.","BR",NA,NA
"170","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,2.166667,30.7,"WGS84",NA,NA,NA,NA,1952,"http://www.botanicalcollections.be/specimen/BR0000008569127","PRESERVED_SPECIMEN","BR0000008569127","Liben L.","BR",NA,NA
"171","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-3.433333,30.4,"WGS84",NA,NA,NA,NA,1952,"http://www.botanicalcollections.be/specimen/BR0000008568847","PRESERVED_SPECIMEN","BR0000008568847","Michel G.","BR",NA,NA
"172","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-3.45,30.433333,"WGS84",NA,NA,NA,NA,1951,"http://www.botanicalcollections.be/specimen/BR0000008568830","PRESERVED_SPECIMEN","BR0000008568830","Michel G. & Reed","BR",NA,NA
"173","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,2.166667,30.833333,"WGS84",NA,NA,NA,NA,1947,"http://www.botanicalcollections.be/specimen/BR0000008568793","PRESERVED_SPECIMEN","BR0000008568793","Taton A.","BR",NA,NA
"174","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-1.516667,30.466667,"WGS84",NA,NA,NA,NA,1938,"http://www.botanicalcollections.be/specimen/BR0000005957842","PRESERVED_SPECIMEN","BR0000005957842","Lebrun J.","BR",NA,NA
"175","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-1.433333,30.533333,"WGS84",NA,NA,NA,NA,1938,"http://www.botanicalcollections.be/specimen/BR0000008568151","PRESERVED_SPECIMEN","BR0000008568151","Lebrun J.","BR",NA,NA
"176","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-1.516667,30.466667,"WGS84",NA,NA,NA,NA,1938,"http://www.botanicalcollections.be/specimen/BR0000008568489","PRESERVED_SPECIMEN","BR0000008568489","Lebrun J.","BR",NA,NA
"177","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-1.55,30.4,"WGS84",NA,NA,NA,NA,1938,"http://www.botanicalcollections.be/specimen/BR0000008568977","PRESERVED_SPECIMEN","BR0000008568977","Lebrun J.","BR",NA,NA
"178","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-11.666667,27.466667,"WGS84",NA,NA,NA,NA,1937,"https://data.biodiversitydata.nl/naturalis/specimen/WAG.1280659","PRESERVED_SPECIMEN","WAG.1280659","Salésiens J","Botany",NA,NA
"179","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,0.766667,24.45,"WGS84",NA,NA,NA,NA,1936,"http://www.botanicalcollections.be/specimen/BR0000005957989","PRESERVED_SPECIMEN","BR0000005957989","Louis J.","BR",NA,NA
"180","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,0.766667,24.45,"WGS84",NA,NA,NA,NA,1936,"http://www.botanicalcollections.be/specimen/BR0000005958313","PRESERVED_SPECIMEN","BR0000005958313","Louis J.","BR",NA,NA
"181","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-1.616667,29.133333,"WGS84",NA,NA,NA,NA,1934,"http://www.botanicalcollections.be/specimen/BR0000005958641","PRESERVED_SPECIMEN","BR0000005958641","de Witte G.F.","BR",NA,NA
"182","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-1.616667,29.133333,"WGS84",NA,NA,NA,NA,1934,"http://www.botanicalcollections.be/specimen/BR0000008568472","PRESERVED_SPECIMEN","BR0000008568472","de Witte G.F.","BR",NA,NA
"183","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,2.033333,30.533333,"WGS84",NA,NA,NA,NA,1934,"http://www.botanicalcollections.be/specimen/BR0000008567475","PRESERVED_SPECIMEN","BR0000008567475","De Craene A.P.","BR",NA,NA
"184","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-1.783333,30.083333,"WGS84",NA,NA,NA,NA,1932,"http://www.botanicalcollections.be/specimen/BR0000005958979","PRESERVED_SPECIMEN","BR0000005958979","Becquet A.","BR",NA,NA
"185","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-1.783333,30.083333,"WGS84",NA,NA,NA,NA,1932,"http://www.botanicalcollections.be/specimen/BR0000008568403","PRESERVED_SPECIMEN","BR0000008568403","Becquet A.","BR",NA,NA
"186","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-2,29,"WGS84",NA,NA,NA,NA,1929,"http://www.botanicalcollections.be/specimen/BR0000005959303","PRESERVED_SPECIMEN","BR0000005959303","Humbert H.","BR",NA,NA
"187","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-2,29,"WGS84",NA,NA,NA,NA,1929,"http://www.botanicalcollections.be/specimen/BR0000008567130","PRESERVED_SPECIMEN","BR0000008567130","Humbert H.","BR",NA,NA
"188","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-3.433333,29.933333,"WGS84",NA,NA,NA,NA,1922,"http://www.botanicalcollections.be/specimen/BR0000008568175","PRESERVED_SPECIMEN","BR0000008568175","Elskens O.A.J.","BR",NA,NA
"189","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,0.483333,29.466667,"WGS84",NA,NA,NA,NA,1914,"http://www.botanicalcollections.be/specimen/BR0000008567154","PRESERVED_SPECIMEN","BR0000008567154","Bequaert J.","BR",NA,NA
"190","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,2.433333,22.033333,"WGS84",NA,NA,NA,NA,1913,"http://www.botanicalcollections.be/specimen/BR0000008568137","PRESERVED_SPECIMEN","BR0000008568137","De Giorgi S.","BR",NA,NA
"191","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,2.883333,22.383333,"WGS84",NA,NA,NA,NA,1913,"http://www.botanicalcollections.be/specimen/BR0000008568465","PRESERVED_SPECIMEN","BR0000008568465","Mortehan M.","BR",NA,NA
"192","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-9.283333,33.616667,"WGS84",NA,NA,NA,NA,1912,"https://data.biodiversitydata.nl/naturalis/specimen/L.2833403","PRESERVED_SPECIMEN","L.2833403","Stolz AF","Botany",NA,NA
"193","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-9.283333,33.616667,"WGS84",NA,NA,NA,NA,1912,"https://data.biodiversitydata.nl/naturalis/specimen/U.1047555","PRESERVED_SPECIMEN","U.1047555","Stolz AF","Botany",NA,NA
"194","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-9.283333,33.616667,"WGS84",NA,NA,NA,NA,1912,"https://data.biodiversitydata.nl/naturalis/specimen/WAG.1281097","PRESERVED_SPECIMEN","WAG.1281097","Stolz AF","Botany",NA,NA
"195","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-9.283333,33.616667,"WGS84",NA,NA,NA,NA,1912,"https://data.biodiversitydata.nl/naturalis/specimen/WAG.1281098","PRESERVED_SPECIMEN","WAG.1281098","Stolz AF","Botany",NA,NA
"196","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-22.1,17.916667,"WGS84",NA,NA,NA,NA,1907,"https://data.biodiversitydata.nl/naturalis/specimen/L%20%200003045","PRESERVED_SPECIMEN","L  0003045","Dinter MK","Botany",NA,NA
"197","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-22.1,17.916667,"WGS84",NA,NA,NA,NA,1907,"https://data.biodiversitydata.nl/naturalis/specimen/U.1047566","PRESERVED_SPECIMEN","U.1047566","Dinter MK","Botany",NA,NA
"198","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-22.1,17.916667,"WGS84",NA,NA,NA,NA,1907,"https://data.biodiversitydata.nl/naturalis/specimen/WAG0193503","PRESERVED_SPECIMEN","WAG0193503","Dinter MK","Botany",NA,NA
"199","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,23.242,69.666932,"WGS84",NA,NA,NA,NA,NA,"BARO:Angiosperm:123450015729","PRESERVED_SPECIMEN","1.23E+11","KSS Rao","Angiosperm",NA,NA
"200","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,23.242,69.666932,"WGS84",NA,NA,NA,NA,NA,"BARO:Angiosperm:123450015730","PRESERVED_SPECIMEN","1.23E+11","KSS Rao","Angiosperm",NA,NA
"201","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,23.801337,73.323339,"WGS84",NA,NA,NA,NA,NA,"BARO:Angiosperm:123450025942","PRESERVED_SPECIMEN","1.23E+11","R.Bhatt","Angiosperm",NA,NA
"202","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,23.801337,73.323339,"WGS84",NA,NA,NA,NA,NA,"BARO:Angiosperm:123450025943","PRESERVED_SPECIMEN","1.23E+11","R.Bhatt","Angiosperm",NA,NA
"203","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,23.801337,73.323339,"WGS84",NA,NA,NA,NA,NA,"BARO:Angiosperm:123450025944","PRESERVED_SPECIMEN","1.23E+11","R.Bhatt","Angiosperm",NA,NA
"204","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,23.965823,72.752473,"WGS84",NA,NA,NA,NA,NA,"BARO:Angiosperm:123450025945","PRESERVED_SPECIMEN","1.23E+11","R.Bhatt","Angiosperm",NA,NA
"205","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,23.801337,73.323339,"WGS84",NA,NA,NA,NA,NA,"BARO:Angiosperm:123450025946","PRESERVED_SPECIMEN","1.23E+11","R.Bhatt","Angiosperm",NA,NA
"206","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,2.166667,30.666667,"WGS84",NA,NA,NA,NA,NA,"http://www.botanicalcollections.be/specimen/BR0000008567468","PRESERVED_SPECIMEN","BR0000008567468","Jurion F.","BR",NA,NA
"207","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-2.416667,30.083333,"WGS84",NA,NA,NA,NA,NA,"http://www.botanicalcollections.be/specimen/BR0000008568694","PRESERVED_SPECIMEN","BR0000008568694","Van Oosten","BR",NA,NA
"208","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-2.983333,29.1,"WGS84",NA,NA,NA,NA,NA,"http://www.botanicalcollections.be/specimen/BR0000008568809","PRESERVED_SPECIMEN","BR0000008568809","Gilon A.P.J.","BR",NA,NA
